Number,Type,Common Name,Category,Classification,RA,Dec,R_Flux,Tag,Comments,ID
1317,Source,PBC J1842.3-1124,X-ray Binary,X-ray Binary,280.57271,-11.41775,2.36E-10,Known Source,,
1318,Source,RX J0806.3+1527,X-ray Binary,X-ray Binary,121.5956334,15.45861172,1.04E-12,Known Source,,
1319,Source,SAX J1711.6-3808,X-ray Binary,X-ray Binary,257.9046,-38.1183,,Known Source,,
1320,Source,SWIFT J1658.2-4242,X-ray Binary,X-ray Binary,254.55267,-42.69844,1.77E-09,Known Source,,
1321,Source,SWIFT J1753.7-2544,X-ray Binary,X-ray Binary,268.41612,-25.75389,5.17E-11,Known Source,,
1322,Source,SWIFT J1858.6-0814,X-ray Binary,X-ray Binary,284.64546,-8.23744,,Known Source,,
1323,Source,SWIFT J1943.4+0228,X-ray Binary,X-ray Binary,295.89221,2.46528,5.12E-11,Known Source,,
1324,Source,V2306 Cyg,X-ray Binary,X-ray Binary,299.560289,32.54500086,1.51E-11,Known Source,,
1325,Source,XTE J1652-453,X-ray Binary,X-ray Binary,253.084708,-45.344442,1.17E-09,Known Source,,
1326,Source,XTE J1719-291,X-ray Binary,X-ray Binary,259.820708,-29.069542,1.08E-11,Known Source,,
1327,Source,XTE J1901+014,X-ray Binary,X-ray Binary,285.4175,1.4419,7.6E-11,Known Source,,
